timestamp,event,container_id,similarity,detection_confidence,detail
2026-08-21T22:37:33.319+09:00,no_detection,,,,
2026-08-21T22:37:34.193+09:00,no_detection,,,,
2026-08-21T22:37:35.173+09:00,no_detection,,,,
2026-08-21T22:37:36.124+09:00,no_detection,,,,
2026-08-21T22:37:37.190+09:00,no_detection,,,,
2026-08-21T22:37:38.214+09:00,no_detection,,,,
2026-08-21T22:37:39.378+09:00,no_detection,,,,
2026-08-21T22:37:40.125+09:00,no_detection,,,,
2026-08-21T22:37:41.143+09:00,no_detection,,,,
2026-08-21T22:37:42.601+09:00,no_detection,,,,
2026-08-21T22:37:44.235+09:00,no_detection,,,,
2026-08-21T22:37:45.188+09:00,no_detection,,,,
2026-08-21T22:37:46.404+09:00,no_detection,,,,
2026-08-21T22:37:47.141+09:00,no_detection,,,,
2026-08-21T22:37:48.201+09:00,no_detection,,,,
2026-08-21T22:37:49.399+09:00,no_detection,,,,
2026-08-21T22:37:50.276+09:00,no_detection,,,,
2026-08-21T22:37:51.251+09:00,no_detection,,,,
2026-08-21T22:37:52.260+09:00,no_detection,,,,
2026-08-21T22:37:53.247+09:00,no_detection,,,,
2026-08-21T22:37:54.163+09:00,no_detection,,,,
2026-08-21T22:37:55.206+09:00,no_detection,,,,
2026-08-21T22:37:56.290+09:00,no_detection,,,,
2026-08-21T22:37:57.226+09:00,no_detection,,,,
2026-08-21T22:37:58.313+09:00,no_detection,,,,
2026-08-21T22:37:59.077+09:00,no_detection,,,,
2026-08-21T22:38:00.258+09:00,no_detection,,,,
2026-08-21T22:38:02.327+09:00,no_detection,,,,
2026-08-21T22:38:10.258+09:00,no_detection,,,,
2026-08-21T22:38:21.108+09:00,no_detection,,,,
2026-08-21T22:38:34.472+09:00,no_detection,,,,
2026-08-21T22:38:35.471+09:00,no_detection,,,,
2026-08-21T22:38:36.299+09:00,no_detection,,,,
2026-08-21T22:38:37.375+09:00,no_detection,,,,
2026-08-21T22:38:38.193+09:00,no_detection,,,,
2026-08-21T22:38:39.136+09:00,no_detection,,,,
2026-08-21T22:38:40.257+09:00,no_detection,,,,
2026-08-21T22:38:41.290+09:00,no_detection,,,,
2026-08-21T22:38:42.226+09:00,no_detection,,,,
2026-08-21T22:38:43.194+09:00,no_detection,,,,
2026-08-21T22:38:44.191+09:00,no_detection,,,,
2026-08-21T22:38:45.182+09:00,no_detection,,,,
2026-08-21T22:38:46.138+09:00,no_detection,,,,
2026-08-21T22:38:47.192+09:00,no_detection,,,,
2026-08-21T22:38:48.200+09:00,no_detection,,,,
2026-08-21T22:38:49.245+09:00,no_detection,,,,
2026-08-21T22:38:50.177+09:00,no_detection,,,,
2026-08-21T22:38:51.226+09:00,no_detection,,,,
2026-08-21T22:38:52.201+09:00,no_detection,,,,
2026-08-21T22:38:53.401+09:00,no_detection,,,,
2026-08-21T22:38:54.161+09:00,no_detection,,,,
2026-08-21T22:38:55.310+09:00,no_detection,,,,
2026-08-21T22:38:56.141+09:00,no_detection,,,,
2026-08-21T22:38:58.311+09:00,no_detection,,,,
2026-08-21T22:39:13.305+09:00,no_detection,,,,
2026-08-21T22:39:15.034+09:00,no_detection,,,,
2026-08-21T22:39:16.178+09:00,no_detection,,,,
2026-08-21T22:39:17.391+09:00,no_detection,,,,
2026-08-21T22:39:18.801+09:00,no_detection,,,,
2026-08-21T22:39:20.135+09:00,no_detection,,,,
2026-08-21T22:39:21.474+09:00,no_detection,,,,
2026-08-21T22:39:22.186+09:00,no_detection,,,,
2026-08-21T22:39:23.211+09:00,no_detection,,,,
2026-08-21T22:39:25.831+09:00,no_detection,,,,
2026-08-21T22:39:27.372+09:00,no_detection,,,,
2026-08-21T22:39:28.361+09:00,no_detection,,,,
2026-08-21T22:39:29.253+09:00,no_detection,,,,
2026-08-21T22:39:30.431+09:00,no_detection,,,,
2026-08-21T22:39:32.293+09:00,no_detection,,,,
2026-08-21T22:39:36.365+09:00,no_detection,,,,
2026-08-21T22:39:43.857+09:00,no_detection,,,,
2026-08-21T22:39:54.653+09:00,no_detection,,,,
2026-08-21T22:39:56.317+09:00,no_detection,,,,
2026-08-21T22:39:58.605+09:00,no_detection,,,,
2026-08-21T22:40:06.555+09:00,no_detection,,,,
2026-08-21T22:40:17.356+09:00,no_detection,,,,
2026-08-21T22:40:18.104+09:00,no_detection,,,,
2026-08-21T22:40:19.819+09:00,no_detection,,,,
2026-08-21T22:40:21.557+09:00,no_detection,,,,
2026-08-21T22:40:23.059+09:00,no_detection,,,,
2026-08-21T22:40:24.080+09:00,no_detection,,,,
2026-08-21T22:40:25.597+09:00,no_detection,,,,
2026-08-21T22:40:27.163+09:00,no_detection,,,,
2026-08-21T22:40:28.105+09:00,no_detection,,,,
2026-08-21T22:40:29.126+09:00,no_detection,,,,
2026-08-21T22:40:30.224+09:00,no_detection,,,,
2026-08-21T22:40:31.243+09:00,no_detection,,,,
2026-08-21T22:40:32.299+09:00,no_detection,,,,
2026-08-21T22:40:33.217+09:00,no_detection,,,,
2026-08-21T22:40:34.288+09:00,no_detection,,,,
2026-08-21T22:40:38.682+09:00,no_detection,,,,
2026-08-21T22:40:53.590+09:00,no_detection,,,,
2026-08-21T22:41:00.377+09:00,no_detection,,,,
2026-08-21T22:41:12.463+09:00,no_detection,,,,
2026-08-21T22:41:25.991+09:00,no_detection,,,,
2026-08-21T22:41:27.236+09:00,no_detection,,,,
2026-08-21T22:41:28.124+09:00,no_detection,,,,
2026-08-21T22:41:29.214+09:00,no_detection,,,,
2026-08-21T22:41:30.146+09:00,no_detection,,,,
2026-08-21T22:41:31.157+09:00,no_detection,,,,
2026-08-21T22:41:32.258+09:00,no_detection,,,,
2026-08-21T22:41:33.263+09:00,no_detection,,,,
2026-08-21T22:41:34.199+09:00,no_detection,,,,
2026-08-21T22:41:35.227+09:00,no_detection,,,,
2026-08-21T22:41:39.244+09:00,no_detection,,,,
2026-08-21T22:41:55.535+09:00,no_detection,,,,
2026-08-21T22:41:57.144+09:00,no_detection,,,,
2026-08-21T22:41:58.398+09:00,no_detection,,,,
2026-08-21T22:41:59.271+09:00,no_detection,,,,
2026-08-21T22:42:00.307+09:00,no_detection,,,,
2026-08-21T22:42:01.149+09:00,no_detection,,,,
2026-08-21T22:42:02.118+09:00,no_detection,,,,
2026-08-21T22:42:03.228+09:00,no_detection,,,,
2026-08-21T22:42:04.195+09:00,no_detection,,,,
2026-08-21T22:42:05.473+09:00,no_detection,,,,
2026-08-21T22:42:06.201+09:00,no_detection,,,,
2026-08-21T22:42:07.193+09:00,no_detection,,,,
2026-08-21T22:42:08.171+09:00,no_detection,,,,
2026-08-21T22:42:09.202+09:00,no_detection,,,,
2026-08-21T22:42:10.244+09:00,no_detection,,,,
2026-08-21T22:42:11.446+09:00,no_detection,,,,
2026-08-21T22:42:12.185+09:00,no_detection,,,,
2026-08-21T22:42:13.469+09:00,no_detection,,,,
2026-08-21T22:42:15.142+09:00,no_detection,,,,
2026-08-21T22:42:20.133+09:00,no_detection,,,,
2026-08-21T22:42:23.482+09:00,no_detection,,,,
2026-08-21T22:42:24.364+09:00,no_detection,,,,
2026-08-21T22:42:35.634+09:00,no_detection,,,,
2026-08-21T22:42:37.191+09:00,no_detection,,,,
2026-08-21T22:42:38.251+09:00,no_detection,,,,
2026-08-21T22:42:39.076+09:00,no_detection,,,,
2026-08-21T22:42:40.101+09:00,no_detection,,,,
2026-08-21T22:42:41.135+09:00,no_detection,,,,
2026-08-21T22:42:42.201+09:00,no_detection,,,,
2026-08-21T22:42:43.237+09:00,no_detection,,,,
2026-08-21T22:42:44.200+09:00,no_detection,,,,
2026-08-21T22:42:45.422+09:00,no_detection,,,,
2026-08-21T22:42:46.222+09:00,no_detection,,,,
2026-08-21T22:42:47.210+09:00,no_detection,,,,
2026-08-21T22:42:48.176+09:00,no_detection,,,,
2026-08-21T22:42:49.078+09:00,no_detection,,,,
2026-08-21T22:42:50.051+09:00,no_detection,,,,
2026-08-21T22:42:51.259+09:00,no_detection,,,,
2026-08-21T22:42:52.171+09:00,no_detection,,,,
2026-08-21T22:42:53.345+09:00,no_detection,,,,
2026-08-21T22:42:54.141+09:00,no_detection,,,,
2026-08-21T22:42:55.257+09:00,no_detection,,,,
2026-08-21T22:42:56.250+09:00,no_detection,,,,
2026-08-21T22:42:57.315+09:00,no_detection,,,,
2026-08-21T22:42:58.639+09:00,no_detection,,,,
2026-08-21T22:43:00.552+09:00,no_detection,,,,
2026-08-21T22:43:03.911+09:00,no_detection,,,,
2026-08-21T22:43:05.463+09:00,no_detection,,,,
2026-08-21T22:43:06.184+09:00,no_detection,,,,
2026-08-21T22:43:07.301+09:00,no_detection,,,,
2026-08-21T23:01:29.375+09:00,no_detection,,,,
2026-08-21T23:01:30.199+09:00,no_detection,,,,
2026-08-21T23:01:30.879+09:00,no_detection,,,,
2026-08-21T23:01:31.706+09:00,no_detection,,,,
2026-08-21T23:01:33.130+09:00,no_detection,,,,
2026-08-21T23:01:34.086+09:00,no_detection,,,,
2026-08-21T23:01:35.148+09:00,no_detection,,,,
2026-08-21T23:01:36.271+09:00,no_detection,,,,
2026-08-21T23:01:37.265+09:00,no_detection,,,,
2026-08-21T23:01:38.160+09:00,no_detection,,,,
2026-08-21T23:01:39.145+09:00,no_detection,,,,
2026-08-21T23:01:40.200+09:00,no_detection,,,,
2026-08-21T23:01:41.315+09:00,no_detection,,,,
2026-08-21T23:01:42.611+09:00,no_detection,,,,
2026-08-21T23:01:44.234+09:00,no_detection,,,,
2026-08-21T23:01:45.283+09:00,no_detection,,,,
2026-08-21T23:01:46.193+09:00,no_detection,,,,
2026-08-21T23:01:47.216+09:00,no_detection,,,,
2026-08-21T23:01:48.225+09:00,no_detection,,,,
2026-08-21T23:01:49.229+09:00,no_detection,,,,
2026-08-21T23:01:50.297+09:00,no_detection,,,,
2026-08-21T23:01:51.184+09:00,no_detection,,,,
2026-08-21T23:02:01.829+09:00,no_detection,,,,
2026-08-21T23:02:03.388+09:00,no_detection,,,,
2026-08-21T23:02:08.283+09:00,no_detection,,,,
2026-08-21T23:02:10.269+09:00,no_detection,,,,
2026-08-21T23:02:11.114+09:00,no_detection,,,,
2026-08-21T23:02:15.396+09:00,no_detection,,,,
2026-08-21T23:02:20.012+09:00,no_detection,,,,
2026-08-21T23:02:21.365+09:00,no_detection,,,,
2026-08-21T23:02:22.553+09:00,no_detection,,,,
2026-08-21T23:02:24.319+09:00,no_detection,,,,
2026-08-21T23:02:25.183+09:00,no_detection,,,,
2026-08-21T23:02:26.158+09:00,no_detection,,,,
2026-08-21T23:02:27.170+09:00,no_detection,,,,
2026-08-21T23:02:28.164+09:00,no_detection,,,,
2026-08-21T23:02:29.195+09:00,no_detection,,,,
2026-08-21T23:02:30.265+09:00,no_detection,,,,
2026-08-21T23:02:31.128+09:00,no_detection,,,,
2026-08-21T23:02:32.155+09:00,no_detection,,,,
2026-08-21T23:02:33.275+09:00,no_detection,,,,
2026-08-21T23:02:34.116+09:00,no_detection,,,,
2026-08-21T23:02:35.137+09:00,no_detection,,,,
